link,title,datetime,abstract
/realtimenews/20230314000056-260407,二膽兵為何漂大陸？真的想回來嗎？ 金門在地人驚揭謎團,2023-03-14 00:18,金門二膽島陳姓伙房上兵失蹤後，日前經國民黨金門立委陳玉珍證實該名士兵人在廈門，目前平安。陸委會主委邱太三13日也證實，陳姓上兵目前人在大陸。陳玉珍在政論節目問，他真的想要回來嗎？他如果想去、如果，「因
/realtimenews/20230314000013-260407,2024李四川將成新北市長接班人？沈富雄爆出驚人預言,2023-03-14 00:03,2022九合一選舉牽動2024總統大選，藍綠白都想奪得總統寶座，引發各界關注。以現階段來看，民進黨最有可能推舉副總統賴清德出戰，民眾黨主席柯文哲也是勢在必行，國民黨的人選卻遲遲未決定，而前立委沈富雄日
/realtimenews/20230313005064-260407,上兵漂陸恐洩什麼機密？ 伙房退伍兵現身爆內幕,2023-03-14 00:02,金門二膽島陳姓伙房上兵漂到大陸，外界擔心他恐洩漏二膽島防務相關機密，本身是伙房兵退伍的國民黨台中市議員羅廷瑋13日自爆，他當兵時忙著煮飯，都不知道其它事情，怎知道武器部署在哪裡？伙房兵是沒有這個能耐會
/realtimenews/20230314000014-260407,鄭文燦把忠烈祠日本神社化？他轟：「這部族」作何感想,2023-03-14 00:01,桃園忠烈祠供奉天照大神引發爭議，源自去年12月前市長鄭文燦卸任前所修正的《忠烈祠管理要點》，後營運廠商將天照大神迎來供奉。對此，桃市府近日宣布，相關神祇將送回日本，讓粉專「政客爽」大讚撥亂反正。媒體人
/realtimenews/20230314000015-260407,宋楚瑜拋2024震撼彈？1句話讓網炸鍋 最新網路民調太震撼,2023-03-14 00:01,84歲新黨創始人、監察院前院長王建煊日前宣布將參選2024總統大選後，親民黨主席宋楚瑜12日被問到是否會第5度挑戰選總統，結果他意有所指地說年齡不是問題，「你看看我80幾歲的人，像個老頭嗎？」而此語也
/realtimenews/20230313005021-260407,看完2024總統大選最新民調 郭正亮驚爆：他會變造王者,2023-03-13 23:13,2022九合一選舉牽動2024總統大選，藍綠白都想奪得總統寶座，而近日就有一份最新的網路民調指出，有46％的民眾會投給國民黨的「侯友宜」，有31％的民眾會投給民眾黨的「柯文哲」，最後則有21％的民眾會
/realtimenews/20230313003298-260407,賴清德昔承諾不保障現任立委 現擋議員轉戰遭黨內質疑,2023-03-13 23:11,13日領表參加2024總統大選黨內提名的民進黨主席賴清德日前主導通過「反落跑條款」，不建議議員轉戰立委，但隨即被踢爆賴清德在參選黨主席時曾保證，當選後，立委提名「不保障現任」、「一定會有初選」。8日，
/realtimenews/20230314001694-260407,游錫堃：全球民主衰退「民主同盟國」需攜手面對,2023-03-14 10:36,由公民監督國會聯盟、美國國際民主協會（NDI）及西敏寺民主基金會 （WFD）共同舉辦的「2023國會開放與監督論壇」，今(14)日早上舉行開幕式，立法院長游錫堃也到現場致詞，強調台灣位在印太地區抵抗威
/realtimenews/20230314001442-260407,水電雙漲來了？王美花講來講去網怒了轟爆「蔡EE」,2023-03-14 10:09,經濟部長王美花昨（13）日赴立法院經濟委員會討論水電議題，有立委呼籲4月先不漲電價，但王卻說「台電也要站得住不能倒」，未同意暫緩調漲；而近日南部發生旱災，水費低廉及水價結構不同的議題也再度被提出檢討，
/realtimenews/20230314001531-260407,英國公布2023評估報告 外交部：展現堅定友台立場,2023-03-14 10:07,英國政府13日正式公布「2023整合性評估更新報告」，內容首次提及台灣，並表示反對片面改變台海現狀。外交部今天表示，相關論述展現英國堅定友台立場，我國政府將持續與英國加強互利互惠的實質友好關係。外交部
/realtimenews/20230314001520-260407,林姿妙涉案今開庭 一派輕鬆說：人在做、天在看 法官會還我清白,2023-03-14 10:05,宜蘭縣長林姿妙等官員涉貪案，今、昨2日在宜蘭地方法院召開第2次準備程序庭，林姿妙上午8時參加縣務會議時，媒體問開庭會不會很辛苦，她笑說，「不會啊！我正正當當、坦坦蕩蕩」，是否對7大爭點做說明，林說「人
/realtimenews/20230314001461-260407,駁軍中沒蛋！ 邱國正「農委會很照顧」：荷包蛋變炒蛋還給豆奶,2023-03-14 10:03,因應缺蛋，有媒體報導指出，國軍將減少吃雞蛋，改喝豆奶來補充蛋白質，對此，國防部長邱國正今駁斥，不是蛋沒有了就改喝豆漿，農委會很照顧幫忙，額外給我們216萬罐豆奶補充。不過實際上農委會主委陳吉仲上周就曾
/realtimenews/20230314001430-260407,陳建仁：不會去登記民進黨內初選,2023-03-14 09:48,民進黨總統提名黨內初選登記昨天起跑，民進黨主席賴清德今天將前往登記參選。國民黨立委傅崐萁今天質詢也被外界視為潛在人選的行政院長陳建仁，會不會也去登記？陳建仁強調，他擔任行政院長就是要為2300萬人服務
/realtimenews/20230314001376-260407,二膽島上兵何時返台？邱國正回應了！ 曝「沒管教問題」,2023-03-14 09:46,金門二膽島陳姓伙房上兵失蹤後，日前經國民黨金門立委陳玉珍證實該名士兵人在廈門，目前平安，至於是否會盡速把人解救回來；國防部長邱國正表示，內部有做了解，沒有管教問題，通緝令也按照管道發了，都按照程序走，
/realtimenews/20230314001311-260407,為何漂去大陸？陳玉珍爆：上兵失聯前2天曾「做1事」,2023-03-14 09:30,陸軍金門二膽防區26歲陳姓上兵9日失蹤，國民黨立委陳玉珍證實他游往大陸被對岸海警救起。陳玉珍透露，該上兵在失蹤前2天，有長官到二膽島上，他還做甜點且還做得不錯，且228連假回家時也都很正常，因此家人也
/realtimenews/20230314001278-260407,22縣市首長好感度前3名「一片藍」 粉專點名這人最特別,2023-03-14 09:28,在一份近日所公布的縣市首長網路好感度報告中，非六都首長好感度前三名分別為彰化縣長王惠美、基隆市長謝國樑與南投縣長許淑華。對此，粉專「政客爽」表示，他認為其中最值得去談論的是謝國樑，因面對民進黨的大規模
/realtimenews/20230314001293-260407,軍公教真的會加薪？陳建仁正面回應了,2023-03-14 09:21,近來物價上漲，民怨四起，軍公教有可能加薪嗎？行政院長陳建仁今赴立院備詢會前受訪表示，這是好問題，對於軍公教加薪抱持正面看法，今年的經濟成長結果不錯，考慮稅收後，也考慮到軍公教人員。陳建仁表示，過去2、
/realtimenews/20230314001280-260407,核二廠2號機今期滿除役 陳建仁掛保證：供電無虞請大家放心,2023-03-14 09:12,核二廠2號機預計14日期滿除役，外界擔心是否會對供電造成影響，加上萬物齊漲，未來水電費恐也會雙漲，行政院長陳建仁今赴立院備詢，會前受訪表示，經濟部還有台電已經對於電力供應有很好安排，包含相關調度、以及
/realtimenews/20230314001256-260407,太巧合？二膽上兵游不到2小時就遭大陸海警救起 動機遭質疑,2023-03-14 09:09,金門烈嶼守備隊二膽陳姓上兵離營動機卻啟人疑竇。昨(13日)退輔會主委馮世寬提出陰謀論，懷疑這一連串事件都是設好的計畫性作為，但他強調，未獲正確消息前，他暫時保留。但立委陳玉珍也在政論節目上語帶玄機表示
/realtimenews/20230314000058-260407,侯友宜百毒不侵？媒體人揭表態參選前「真正難題」,2023-03-14 08:30,南投立委補選國民黨敗選後，藍營內部似乎陷入一陣焦慮，不少人認為侯友宜該提前表態參選2024。媒體人韋安13日在臉書發文強調，侯可幫藍營帶來中南部、中間選民、年輕族群三個突破，是可以幫助區域立委選情的最
/realtimenews/20230314001076-260407,黃埔校友赴陸參訪是統戰？趙少康爆1內幕,2023-03-14 08:27,有退伍軍人社團日前號召500名黃埔校友赴陸，參加黃埔軍校99周年活動，引發社會討論，退輔會主委馮世寬甚至直呼「情何以堪」。對此，中廣董事長趙少康接獲了陸軍官校專修班理事蔣成龍的說明，蔣強調，此活動是專
/realtimenews/20230314000797-260407,朱立倫認了？黨內高層曝：徵召侯友宜戰2024成定局,2023-03-14 08:22,民進黨總統初選本週起跑，且在週內就確定黨主席賴清德是否為綠營的2024總統候選人，效率之高令人咋舌。國民黨內高層人士表示，黨主席朱立倫已公開表示，2024大選將「做球給主要候選人」，並藉吳伯雄與吳敦義
/realtimenews/20230314000987-260407,邱國正「我可沒講他逃兵」吳子嘉聽完氣炸轟：給我下台,2023-03-14 08:14,日前失聯的二膽上兵穿救生衣游往大陸廈門，最後遭到大陸海警救起。針對外界質疑逃兵一事，國防部長邱國正表示，「我可沒有講他逃兵，具體原因要找到人才能確認」。《美麗島電子報》董事長吳子嘉認為，金門前線二膽島
/realtimenews/20230314000988-260407,管伙房沒啥大不了？ 退役少將驚爆：二膽上兵掌握「1機密」,2023-03-14 08:10,金門二膽守備隊的陳姓上兵失蹤多日，陸委會主委邱太三昨（13）日證實，該兵目前人在對岸廈門，詳情情況國防部與相關單位都在積極了解當中。對此，退役陸軍少將于北辰也披露，這次有國軍被大陸帶走，國防部要負全部
/realtimenews/20230314000930-260407,陳建仁證實：故宮數千國寶圖檔遭駭！被上網賤賣,2023-03-14 07:53,國立故宮博物院存放許多歷史文物與珍藏，在民眾心中有一定的權威性，但去年卻遭國民黨立委陳以信爆料摔壞國寶，震驚全台，不料如今又傳出電腦遭駭，導致數千張國寶的圖檔資料外流，且毫無解決辦法。而今行政院長陳建
/realtimenews/20230314000029-260407,拜登「這招」害矽谷銀行倒閉？郭正亮揭美金融危機真相,2023-03-14 07:42,矽谷銀行（SVB）增資失敗又遭客戶擠兌，短短48小時宣告倒閉，並由美國聯邦存款保險公司（FDIC）接管，成為2008年全球金融危機以來美國最大銀行破產案，也是美國有史來第二大銀行倒閉案。前立委郭正亮1
/newspapers/20230314000350-260118,英國售台潛艦組件與技術 去年達62億,2023-03-14 04:10,台灣推動潛艦國造計畫，先前就傳出獲多國協助，其中英國的角色受矚目。《路透》13日獨家報導說，根據英國政府出口許可資料，去年前9個月，核發給企業向台灣出口潛艦相關零組件和技術的許可證，總值達1億670
/realtimenews/20230314002419-260407,7、8月赴美太晚？ 侯友宜：新北2030願景需推動,2023-03-14 12:17,總統參選人赴美「面試」，幾乎已成台灣政壇慣例，外界預測新北市長侯友宜要到7、8月才會表態參選2024，今（14）日侯友宜主持警政工作會報前被媒體詢問，屆時再赴美是否太遲？侯友宜未正面回應，他說，謝謝大
/realtimenews/20230314002365-260407,看好盧秀燕選總統？爆AIT處長多次來看她,2023-03-14 12:14,台中市議會今天開臨時會，無黨籍市議員林昊佑提到，日前經典賽期間美國在台協會處長孫曉雅到台中市政府拜訪市長盧秀燕，是否代表美國人也支持盧市長更上一層樓選總統？盧市長選總統也是很多基層鄉親的期待。盧秀燕則
/realtimenews/20230314002301-260407,呂秀蓮親赴立院宣傳319民間國是會議 藍綠白態度正面表肯定,2023-03-14 12:00,前副總統呂秀蓮14日赴立法院親自宣傳「民間國是會議」，期盼跨黨派立委能踴躍參與，徹底檢討國策和兩岸關係，形成「台灣新共識」，朝野黨團態度正面，皆稱會做妥善安排。國民黨團總召曾銘宗稱捍衛和平主權尊嚴是最
/realtimenews/20230314002266-260407,密克羅尼西亞與台灣建交？外交部：新政府成立後再聯繫,2023-03-14 11:58,即將卸任的太平洋島國密克羅尼西亞總統帕努埃洛日前透露，密國正與台灣談建交，由於密國將更換新政府，外交部發言人劉永健今天表示，我國尊重也歡迎密國與我國拓展雙邊關係，將等新政府成立之後再來聯繫。 外媒揭
/realtimenews/20230314002247-260407,習近平人大談話 民進黨：健康有序兩岸交流是民進黨一貫立場,2023-03-14 11:58,大陸國家主席習近平在「人大」閉幕及記者會的涉台談話，民進黨新聞部主任張志豪表示，民進黨呼籲中國共產黨，應正確理解台灣人捍衛民主自由的主流民意，以更開放態度來建構兩岸良性互動。和平不該有前提，發展經濟與
/realtimenews/20230314002224-260407,朱立倫做球給主要候選人 侯友宜：讓國家進步是共同心願,2023-03-14 11:50,針對2024總統大選，國民黨主席朱立倫日前表示「所做每件事都是做球給主要候選人」，堅持一切以黨勝選為目標。外界解讀，朱立倫在做球給新北市長侯友宜。侯友宜今（14日）對此表示，朱主席在崗位上盡心盡力，他
/realtimenews/20230314002208-260407,證人翻供？ 林姿妙聲請調閱地檢署走道光碟,2023-03-14 11:49,宜蘭縣長林姿妙今天（14日）因所涉特殊洗錢罪、財產來源不明罪赴地院開庭，林姿妙出庭前說：「人在做，天在看，我都正正當當。」否認犯行，但林姿妙的律師指出，有證人在廉政官陪同下休息70分鐘，卻做出前後不同
/realtimenews/20230314001832-260407,2024侯友宜遲不表態 藍委曝：民進黨恐用「這招」對付他,2023-03-14 11:44,隨著2024總統大選的時間越來越近，外界都相當關注各黨會派誰當候選人，民進黨主席賴清德目前已經積極投身黨內初選、民眾黨主席柯文哲也安排了訪美行程，惟有國民黨還在一片混沌之中，各界看好的新北市長侯友宜，
/realtimenews/20230314002162-260407,上兵漂陸恐洩什麼機密？ 綠委：不要以訛傳訛,2023-03-14 11:43,金門二膽島陳姓伙房上兵漂到大陸，外界擔心他恐洩漏二膽島防務相關機密，對此，民進黨立委劉世芳表示，會掌握這名士兵的進度，陸委會和國防部都會用專案的方式處理，不要以訛傳訛。劉世芳指出，這位上兵在中國大陸部
/realtimenews/20230314002188-260407,台版「彈簧刀」巡飛彈無人機首度曝光 配高爆彈頭執行自殺攻擊,2023-03-14 11:41,近年由於兩亞戰爭、俄烏戰爭的發生，無人機成為新型態戰爭、不對稱戰力的重要角色，中科院今天一口氣展示「偵打一體」研究成果，公開三款自行研發的攻擊型無人機，其中最受矚目的為與美國「彈簧刀」無人機性能相同般
/realtimenews/20230314002079-260407,發現金倒數 綠委喊話行政院準備好這3件事避免塞車,2023-03-14 11:30,何時能普發現金6000元備受民眾關注，民進黨立院黨團今提出3件事，邀請行政院提早做準備，向行政院提出「預登記、免壅塞、防詐騙」，預先開放登記避免網路塞車，透過ATM提領現金需足夠，並保護個資防堵詐騙。
/realtimenews/20230314002111-260407,讚賴清德從政閱歷完整 呂秀蓮認：我的時代已經過去,2023-03-14 11:29,2024總統立委選戰即將開打，民進黨13日開放登記總統初選，身兼黨主席的副總統賴清德將於15日登記並發表談話，前副總統呂秀蓮14日大讚，賴清德從政閱歷完整，她給對方加油並祝福。至於自己是否會去領表，她
/realtimenews/20230314002064-260407,登記前搶先表態 基市議長掛看板力挺賴清德參選,2023-03-14 11:28,民進黨總統初選13日起開放登記，民進黨主席、副總統賴清德預計將在15日上午親自登記參選。民進黨籍的基隆市議會議長童子瑋14日搶先在基隆市仁四路及愛三路口，掛出賴清德的共掛看板，表達支持之意。他強調，他
/realtimenews/20230314002009-260407,黃光芹指侯兩岸外交論述空洞 侯友宜：台灣「最大市」會「做大事」,2023-03-14 11:17,媒體人黃光芹黃光芹在臉書發文指新北市長侯友宜受訪時台詞千篇一律，兩岸及外交政策的論述空洞。侯友宜今（14）日不改個人特色說，謝謝大家的聲音，他都給予尊重，他還是把自己的角色努力的做好；至於新北市就是國
/realtimenews/20230314001962-260407,獨家》神助二膽上兵？我方尚未通報 陸海警已搶先救起 過程疑點多,2023-03-14 11:13,金門部烈嶼守備隊二膽島陳姓上兵，在9日清晨突然消失，事後證實被大陸海警救起安置在廈門，未來動向引發兩岸政治敏感神經。但本報追查，立委陳玉珍表示陳員上午9時30分許就被海警救起，離奇的是，這時軍方都尚未
/realtimenews/20230314001968-260407,新市長就職將滿百日 她怒批高虹安不重視基本工,2023-03-14 11:13,新上任的新竹市長高虹安就職即將滿百日，成功挖出新竹棒球場土層有廢棄物、舉辦WBC世界棒球經典賽直播，成功凝聚新竹市民與球迷的向心力，但市議員劉彥伶也怒批高虹安不重視基本工作，公園品質嚴重下滑、環境髒亂
/realtimenews/20230314001893-260407,2024挑戰萬美玲！ 范綱祥宣布參選桃園第4選區立委,2023-03-14 11:04,前桃園市議員范綱祥14日正式宣布，參選2024桃園區（第四選區）的立法委員，具有「雙師」律師執照、環工技師證照的范綱祥，台大土木學士、台大環工碩士畢業，2009年接受民進黨徵召參選升格前的桃園區市長，
/realtimenews/20230314001805-260407,為卡管道歉？陳建仁：跟我無關不必道歉 各界自有公斷,2023-03-14 10:52,前台大校長管中閔昨就2018年發生的台大校長遴選「卡管案」發表新書，還原整個卡管案的過程。國民黨立委賴士葆今天質詢行政院長陳建仁時，問陳建仁願不願意就這段殘害學術自由的歷史，向全民道個歉？陳建仁說，「
